Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
Puss in Boots,X360,2011.0,Action,0.2,0.02,0.0,0.02,,,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010.0,Sports,0.08,0.12,0.0,0.02,,,
Yoostar2,X360,2011.0,Misc,0.11,0.09,0.0,0.02,,,
WipeOut 3 The Game,X360,2012.0,Action,0.2,0.0,0.0,0.02,,,
Hasbro Family Game Night 3,X360,2010.0,Misc,0.17,0.03,0.0,0.02,,,
Star Trek: The Game,X360,2013.0,Action,0.12,0.08,0.0,0.02,,,
CSI: Deadly Intent,X360,2009.0,Adventure,0.1,0.08,0.0,0.02,,,
High School Musical 3: Senior Year DANCE!,X360,2008.0,Misc,0.18,0.0,0.0,0.02,,,
Ashes Cricket 2009,X360,2009.0,Sports,0.0,0.19,0.0,0.01,,,
SpongeBob's Surf & Skate Roadtrip,X360,2011.0,Action,0.15,0.03,0.0,0.01,,,
The Rise of the Argonauts,X360,2008.0,Role-Playing,0.03,0.12,0.0,0.01,,,
N3 II: Ninety-Nine Nights,X360,2010.0,Action,0.06,0.06,0.04,0.01,,,
Hot Wheels: Beat That!,X360,2007.0,Racing,0.15,0.0,0.0,0.01,,,
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006.0,Misc,0.15,0.0,0.0,0.01,,,
"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,0.15,0.0,0.0,0.01,,,
Transformer: Rise of the Dark Spark,X360,2014.0,Action,0.09,0.06,0.0,0.01,,,
Saw II: Flesh & Blood,X360,2010.0,Action,0.1,0.04,0.0,0.01,,,
Let's Cheer,X360,2011.0,Misc,0.12,0.0,0.0,0.01,,,
The History Channel: Civil War - A Nation Divided,X360,2006.0,Shooter,0.13,0.0,0.0,0.01,,,
Lips: I Love The 80s,X360,2010.0,Misc,0.0,0.12,0.0,0.02,,,
Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,0.12,0.0,0.0,0.01,,,
Avatar: The Last Airbender - The Burning Earth,X360,2007.0,Action,0.11,0.01,0.0,0.01,,,
International Cricket 2010,X360,2010.0,Sports,0.0,0.12,0.0,0.02,,,
History Civil War: Secret Missions,X360,2008.0,Shooter,0.12,0.0,0.0,0.01,,,
Destroy All Humans! Path of the Furon,X360,2008.0,Action,0.08,0.04,0.0,0.01,,,
Monster Hunter Frontier Online,X360,2010.0,Role-Playing,0.0,0.0,0.13,0.0,,,
Fuse (Insomniac),X360,2013.0,Shooter,0.09,0.03,0.0,0.01,,,
The History Channel: Great Battles - Medieval,X360,2010.0,Strategy,0.08,0.04,0.0,0.01,,,
SCORE International Baja 1000: The Official Game,X360,2008.0,Racing,0.11,0.01,0.0,0.01,,,
Backyard Sports Football: Rookie Rush,X360,2010.0,Sports,0.11,0.0,0.0,0.01,,,
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,2013.0,Misc,0.09,0.01,0.0,0.01,,,
Backyard NFL Football '10,X360,2009.0,Sports,0.1,0.0,0.0,0.01,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011.0,Action,0.07,0.03,0.0,0.01,,,
The Walking Dead: Season Two,X360,2014.0,Adventure,0.04,0.05,0.0,0.01,,,
Disney Sing It! High School Musical 3: Senior Year,X360,2009.0,Misc,0.09,0.0,0.0,0.01,,,
CSI: Hard Evidence,X360,2007.0,Adventure,0.07,0.02,0.0,0.01,,,
Who Wants to Be A Millionaire?,X360,2011.0,Misc,0.09,0.0,0.0,0.01,,,
Watchmen: The End is Nigh Part 1 & 2,X360,2009.0,Action,0.09,0.0,0.0,0.01,,,
Happy Feet Two,X360,,Action,0.08,0.01,0.0,0.01,,,
Field & Stream: Total Outdoorsman Challenge,X360,2010.0,Sports,0.09,0.0,0.0,0.01,,,
Import Tuner Challenge (American sales),X360,2006.0,Racing,0.07,0.01,0.0,0.01,,,
The X-Factor,X360,2010.0,Misc,0.0,0.08,0.0,0.01,,,
The Voice,X360,2014.0,Action,0.07,0.0,0.0,0.01,,,
Steins;Gate: Hiyoku Renri no Darling,X360,2011.0,Adventure,0.0,0.0,0.08,0.0,,,
Get Fit with Mel B,X360,,Sports,0.0,0.06,0.0,0.01,57.0,,E
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013.0,Action,0.03,0.04,0.0,0.01,,,
Zoo Tycoon (2013),X360,2013.0,Simulation,0.02,0.06,0.0,0.01,,,
The Idolm@ster,X360,2007.0,Simulation,0.0,0.0,0.08,0.0,,,
Adventure Time: Finn & Jake Investigations,X360,2015.0,Action,0.03,0.05,0.0,0.01,,,
Cartoon Network: Punch Time Explosion XL,X360,2011.0,Fighting,0.07,0.0,0.0,0.01,,,
The Idolm@ster: Live for You!,X360,2008.0,Misc,0.0,0.0,0.07,0.0,,,
WRC 2: FIA World Rally Championship,X360,2011.0,Racing,0.0,0.06,0.0,0.01,,,
National Geographic Challenge!,X360,,Misc,0.06,0.0,0.0,0.0,,,
Dream C Club,X360,2009.0,Simulation,0.0,0.0,0.07,0.0,,,
Motion Explosion!,X360,2011.0,Misc,0.05,0.01,0.0,0.0,,,
NHL Legacy,X360,2015.0,Action,0.06,0.0,0.0,0.01,,,
Akai Katana Shin,X360,2011.0,Shooter,0.04,0.0,0.01,0.0,,,
Steins;Gate,X360,2009.0,Adventure,0.0,0.0,0.06,0.0,,,
SBK 2011: FIM Superbike World Championship,X360,2011.0,Racing,0.0,0.05,0.0,0.01,,,
MotoGP 10/11,X360,2011.0,Racing,0.0,0.05,0.0,0.01,72.0,,E
Mobile Ops: The One Year War,X360,,Simulation,0.0,0.0,0.06,0.0,,,
Monkey Island: Special Edition Collection,X360,2011.0,Adventure,0.0,0.05,0.0,0.01,,,
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011.0,Sports,0.0,0.05,0.0,0.01,,,
Warriors: Legends of Troy,X360,2011.0,Action,0.0,0.04,0.01,0.01,,,
The Idolmaster 2,X360,2011.0,Simulation,0.0,0.0,0.05,0.0,,,
Sherlock Holmes: Crimes & Punishments,X360,2014.0,Adventure,0.03,0.02,0.0,0.0,,,
Arcana Heart 3,X360,2011.0,Fighting,0.0,0.02,0.02,0.0,68.0,,T
Test Drive: Ferrari Legends,X360,2012.0,Racing,0.04,0.0,0.0,0.0,,,
World Championship Poker: Featuring Howard Lederer - All In,X360,2006.0,Misc,0.04,0.0,0.0,0.0,,,
Lips: Deutsche Partyknaller,X360,2009.0,Misc,0.0,0.04,0.0,0.01,,,
Forza Motorsport 3: Ultimate Edition,X360,2010.0,Racing,0.0,0.04,0.0,0.01,,,
Nike+ Kinect Training,X360,2012.0,Sports,0.02,0.01,0.0,0.0,,,
Gray Matter,X360,2011.0,Adventure,0.0,0.04,0.0,0.0,,,
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012.0,Sports,0.04,0.0,0.0,0.0,,,
Gal*Gun,X360,2011.0,Shooter,0.0,0.0,0.04,0.0,,,
Phantom Breaker,X360,2011.0,Fighting,0.02,0.0,0.02,0.0,,,T
WSC Real 11: World Snooker Championship,X360,2011.0,Sports,0.0,0.03,0.0,0.0,,,
DuckTales: Remastered,X360,2013.0,Action,0.03,0.0,0.0,0.0,,,
Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,0.0,0.0,0.04,0.0,,,
Chaos;Head Noah,X360,2009.0,Adventure,0.0,0.0,0.04,0.0,,,
Espgaluda II Black Label,X360,2010.0,Shooter,0.0,0.0,0.04,0.0,,,
Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,0.0,0.03,0.0,0.0,,,
Dream C Club Zero,X360,2011.0,Simulation,0.0,0.0,0.03,0.0,,,
Crash Time: Autobahn Pusuit,X360,2008.0,Racing,0.03,0.0,0.0,0.0,,,
Batman: A Telltale Game Series,X360,2016.0,Adventure,0.01,0.02,0.0,0.0,,,
Majesty 2: The Fantasy Kingdom Sim,X360,,Simulation,0.03,0.0,0.0,0.0,,,
Summer Athletics 2009,X360,2009.0,Sports,0.0,0.03,0.0,0.0,,,
Game of Thrones (Telltale),X360,2015.0,Adventure,0.02,0.0,0.0,0.0,,,
Chaos;Head - Love Chu*Chu!,X360,2010.0,Adventure,0.0,0.0,0.03,0.0,,,
Mushihimesama Futari Ver 1.5,X360,2009.0,Shooter,0.0,0.0,0.03,0.0,,,
Otomedius Gorgeous,X360,2008.0,Shooter,0.0,0.0,0.03,0.0,,,
Fast & Furious: Showdown,X360,2013.0,Action,0.0,0.03,0.0,0.0,,,
Dennou Senki Virtual-On Force,X360,2010.0,Fighting,0.0,0.0,0.03,0.0,,,
Rugby 15,X360,2015.0,Sports,0.0,0.03,0.0,0.0,,,E
Senko no Ronde DUO,X360,2010.0,Fighting,0.0,0.0,0.03,0.0,,,
Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,0.0,0.0,0.03,0.0,,,
DeathSmiles II,X360,2010.0,Shooter,0.0,0.0,0.03,0.0,,,
Onechanbara Z Kagura,X360,2012.0,Action,0.0,0.0,0.03,0.0,,,
Battle vs. Chess,X360,2011.0,Misc,0.0,0.02,0.0,0.0,,,T
Biohazard: Revival Selection,X360,2011.0,Action,0.0,0.0,0.03,0.0,,,
Monster Hunter Frontier Online: Forward 1,X360,2011.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Rugby League Live,X360,2010.0,Sports,0.0,0.02,0.0,0.0,,,
Clannad,X360,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
NatGeo Challenge! Wild Life,X360,2010.0,Misc,0.0,0.02,0.0,0.0,,,
Monster Hunter Frontier Online: Forward 2,X360,2011.0,Role-Playing,0.0,0.0,0.03,0.0,,,
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009.0,Shooter,0.0,0.0,0.02,0.0,,,
Alien Breed Trilogy,X360,2011.0,Shooter,0.0,0.02,0.0,0.0,,,
No More Heroes: Heroes' Paradise,X360,2010.0,Action,0.0,0.0,0.02,0.0,,,
PopCap Hits! Vol 2,X360,2011.0,Misc,0.0,0.02,0.0,0.0,,,
11eyes: CrossOver,X360,2009.0,Adventure,0.0,0.0,0.02,0.0,,,
Cross Channel: In Memory of All People,X360,2011.0,Adventure,0.0,0.0,0.02,0.0,,,
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013.0,Adventure,0.0,0.0,0.02,0.0,,,
Enchanted Arms (JP sales),X360,2006.0,Role-Playing,0.0,0.0,0.02,0.0,,,
Serious Sam HD: Gold Edition,X360,2011.0,Shooter,0.0,0.02,0.0,0.0,,,
Castlevania: Lords of Shadow - Reverie,X360,2011.0,Action,0.02,0.0,0.0,0.0,,,
Ore no Yome: Anata Dake no Hanayome,X360,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
Robotics;Notes,X360,2012.0,Adventure,0.0,0.0,0.02,0.0,,,
Meikyuu Cross Blood: Reloaded,X360,2011.0,Action,0.0,0.0,0.02,0.0,,,
Winter Sports 2011,X360,2011.0,Sports,0.0,0.02,0.0,0.0,,,
PDC World Championship Darts: Pro Tour,X360,2010.0,Sports,0.0,0.02,0.0,0.0,,,
Muchi Muchi Pork & Pink Sweets,X360,2011.0,Shooter,0.0,0.0,0.02,0.0,,,
Mushihimesama,X360,2012.0,Action,0.0,0.0,0.02,0.0,,,
PopCap Hits!,X360,2011.0,Misc,0.0,0.02,0.0,0.0,,,
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010.0,Shooter,0.0,0.0,0.02,0.0,,,
Painkiller: Hell & Damnation,X360,2013.0,Shooter,0.0,0.01,0.0,0.0,,,
Memories Off: Yubikiri no Kioku,X360,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
Strike Witches: Shirogane no Tsubasa,X360,2010.0,Strategy,0.0,0.0,0.02,0.0,,,
Dunamis 15,X360,2011.0,Adventure,0.0,0.0,0.02,0.0,,,
W.L.O. Sekai Renai Kikousen,X360,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
Final Fantasy XI: All-In-One Pack 2006,X360,2006.0,Role-Playing,0.0,0.0,0.02,0.0,,,
Earth Defense Force 2017 (old JP sales),X360,2006.0,Shooter,0.0,0.0,0.02,0.0,,,
"Sharin no Kuni, Himawari no Shoujo",X360,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
Football Manager 2007,X360,,Sports,0.0,0.01,0.0,0.0,,,
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,0.0,0.0,0.01,0.0,,,
Winter Sports 3: The Great Tournament,X360,2010.0,Sports,0.0,0.01,0.0,0.0,,,E
Instant Brain,X360,2011.0,Adventure,0.0,0.0,0.01,0.0,,,
Super Robot Taisen XO,X360,2006.0,Strategy,0.0,0.0,0.01,0.0,,,
DoDonPachi Saidaioujou,X360,2013.0,Shooter,0.0,0.0,0.01,0.0,,,
Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,0.0,0.0,0.01,0.0,,,
AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,0.0,0.0,0.01,0.0,,,
Adventure Time: The Secret of the Nameless,X360,2014.0,Adventure,0.01,0.0,0.0,0.0,,,
Brothers in Arms: Furious 4,X360,,Shooter,0.01,0.0,0.0,0.0,,,M
No Fate! Only the Power of Will,X360,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
Mamoru-kun wa Norowarete Shimatta!,X360,2009.0,Shooter,0.0,0.0,0.01,0.0,,,
Root Double: Before Crime After Days,X360,2012.0,Action,0.0,0.0,0.01,0.0,,,
Cross Edge Dash,X360,2009.0,Role-Playing,0.0,0.0,0.01,0.0,,,T
John Daly's ProStroke Golf,X360,2010.0,Sports,0.01,0.0,0.0,0.0,57.0,,E
Ride,X360,2015.0,Racing,0.0,0.01,0.0,0.0,,,
Time Leap,X360,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
The Godfather (JP sales),X360,2006.0,Action,0.0,0.0,0.01,0.0,,,
Shin Sangoku Musou 4 Special,X360,2005.0,Action,0.0,0.0,0.01,0.0,,,
Bullet Soul: Tama Tamashii,X360,2011.0,Shooter,0.0,0.0,0.01,0.0,,,
Superstars V8 Racing,X360,2009.0,Racing,0.0,0.01,0.0,0.0,62.0,,E
DoDonPachi Daifukkatsu: Black Label,X360,2011.0,Shooter,0.0,0.0,0.01,0.0,,,
World Snooker Championship 2007,X360,2007.0,Sports,0.0,0.01,0.0,0.0,,,
Terminator 3: Rise of the Machines,XB,2003.0,Action,0.11,0.03,0.0,0.01,35.0,2,T
Without Warning,XB,,Shooter,0.01,0.0,0.0,0.0,45.0,2,M
L.A. Rush,XB,2005.0,Racing,0.11,0.03,0.0,0.01,59.0,3,T
Aeon Flux,XB,2005.0,Action,0.01,0.0,0.0,0.0,69.0,3,T
Blade II,XB,2002.0,Action,0.1,0.03,0.0,0.0,53.0,4,M
Star Trek: Shattered Universe,XB,2004.0,Simulation,0.03,0.01,0.0,0.0,41.0,4,E
Red Ninja: End of Honor,XB,2005.0,Action,0.01,0.0,0.0,0.0,46.0,4,M
Final Fight: Streetwise,XB,2006.0,Action,0.01,0.0,0.0,0.0,42.0,4,M
Army Men: Major Malfunction,XB,2006.0,Shooter,0.01,0.0,0.0,0.0,36.0,4,T
Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,0.13,0.04,0.0,0.01,50.0,5,M
Minority Report: Everybody Runs,XB,2002.0,Action,0.07,0.02,0.0,0.0,54.0,5,T
Circus Maximus: Chariot Wars,XB,2002.0,Racing,0.05,0.02,0.0,0.0,67.0,5,T
Wings of War,XB,2004.0,Simulation,0.05,0.01,0.0,0.0,62.0,5,T
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,0.21,0.11,0.0,0.01,66.0,6,T
Madden NFL 08,XB,2007.0,Sports,0.22,0.06,0.0,0.01,76.0,6,E
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005.0,Action,0.15,0.04,0.0,0.01,72.0,6,T
Superman: The Man of Steel,XB,2002.0,Action,0.1,0.03,0.0,0.0,44.0,6,T
Harry Potter and the Sorcerer's Stone,XB,2003.0,Action,0.05,0.02,0.0,0.0,59.0,6,E
Alias,XB,2004.0,Action,0.04,0.01,0.0,0.0,64.0,6,T
Group S Challenge,XB,2003.0,Racing,0.02,0.0,0.0,0.0,57.0,6,E
Hummer Badlands,XB,2006.0,Racing,0.01,0.0,0.0,0.0,44.0,6,E
Medal of Honor: European Assault,XB,2005.0,Shooter,0.32,0.19,0.0,0.02,72.0,7,T
Shellshock: Nam '67,XB,2004.0,Shooter,0.16,0.05,0.0,0.01,58.0,7,M
Tenchu: Return From Darkness,XB,2004.0,Action,0.16,0.05,0.0,0.01,70.0,7,M
Robotech: Battlecry,XB,,Shooter,0.16,0.05,0.0,0.01,74.0,7,T
Castlevania: Curse of Darkness,XB,2005.0,Action,0.09,0.03,0.0,0.0,74.0,7,M
Project: Snowblind,XB,2005.0,Action,0.08,0.02,0.0,0.0,79.0,7,T
Syberia,XB,2003.0,Action,0.08,0.02,0.0,0.0,72.0,7,T
The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,0.06,0.02,0.0,0.0,49.0,7,E
NightCaster II: Equinox,XB,2002.0,Action,0.03,0.01,0.0,0.0,46.0,7,T
Wrath Unleashed,XB,2004.0,Strategy,0.03,0.01,0.0,0.0,69.0,7,T
NASCAR 07,XB,2006.0,Racing,0.03,0.01,0.0,0.0,72.0,7,E
Galleon: Islands of Mystery,XB,2004.0,Action,0.02,0.01,0.0,0.0,67.0,7,T
Powerdrome,XB,2004.0,Racing,0.01,0.0,0.0,0.0,69.0,7,T
Hitman 2: Silent Assassin,XB,,Action,0.76,0.38,0.0,0.05,84.0,8,M
MechAssault,XB,2002.0,Simulation,01.01,0.1,0.0,0.03,87.0,8,T
NCAA Football 2005,XB,2004.0,Sports,0.63,0.02,0.0,0.03,89.0,8,E
Brothers In Arms: Road to Hill 30,XB,2005.0,Shooter,0.49,0.14,0.0,0.02,88.0,8,M
Blinx: The Time Sweeper,XB,2002.0,Platform,0.39,0.15,0.0,0.02,71.0,8,E
Black,XB,2006.0,Shooter,0.31,0.09,0.0,0.01,77.0,8,M
Street Hoops,XB,2002.0,Sports,0.21,0.06,0.0,0.01,58.0,8,T
Men of Valor,XB,2004.0,Shooter,0.19,0.05,0.0,0.01,73.0,8,M
Kill.Switch,XB,2003.0,Shooter,0.18,0.05,0.0,0.01,75.0,8,T
The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,0.17,0.05,0.0,0.01,84.0,8,T
Shrek Super Party,XB,2002.0,Misc,0.1,0.03,0.0,0.0,33.0,8,E
Spy vs Spy,XB,2005.0,Action,0.08,0.02,0.0,0.0,53.0,8,T
FIFA Street,XB,2005.0,Sports,0.08,0.02,0.0,0.0,60.0,8,E
Kelly Slater's Pro Surfer,XB,2002.0,Sports,0.08,0.02,0.0,0.0,80.0,8,E
Predator: Concrete Jungle,XB,2005.0,Action,0.07,0.02,0.0,0.0,46.0,8,M
Trivial Pursuit unhinged,XB,2004.0,Misc,0.07,0.02,0.0,0.0,58.0,8,T
Second Sight,XB,2004.0,Adventure,0.05,0.02,0.0,0.0,75.0,8,T
Worms Forts: Under Siege,XB,2004.0,Strategy,0.05,0.01,0.0,0.0,67.0,8,T
Dynasty Warriors 5,XB,2005.0,Action,0.04,0.01,0.0,0.0,66.0,8,T
RLH: Run Like Hell,XB,2003.0,Shooter,0.03,0.01,0.0,0.0,55.0,8,M
TOCA Race Driver 3,XB,2006.0,Racing,0.03,0.01,0.0,0.0,84.0,8,E10+
Cold War,XB,2005.0,Shooter,0.02,0.01,0.0,0.0,60.0,8,T
Steel Battalion: Line of Contact,XB,2004.0,Simulation,0.02,0.01,0.0,0.0,70.0,8,T
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,0.68,0.38,0.0,0.05,94.0,9,M
Amped: Freestyle Snowboarding,XB,2001.0,Sports,0.69,0.11,0.0,0.02,78.0,9,E
Fight Night Round 3,XB,2006.0,Fighting,0.26,0.06,0.0,0.01,83.0,9,T
Links 2004,XB,2003.0,Sports,0.21,0.06,0.0,0.01,80.0,9,E
MVP Baseball 2003,XB,2003.0,Sports,0.15,0.04,0.0,0.01,82.0,9,E
2002 FIFA World Cup,XB,2002.0,Sports,0.14,0.04,0.0,0.01,79.0,9,E
Blood Omen 2,XB,2002.0,Action,0.14,0.04,0.0,0.01,76.0,9,M
Chessmaster,XB,2004.0,Misc,0.1,0.03,0.0,0.0,79.0,9,E
Psychonauts,XB,2005.0,Platform,0.09,0.03,0.0,0.0,88.0,9,T
Samurai Warriors,XB,2004.0,Action,0.05,0.02,0.0,0.0,71.0,9,T
RedCard 20-03,XB,2002.0,Sports,0.03,0.01,0.0,0.0,67.0,9,E
Dino Crisis 3,XB,2003.0,Action,0.08,0.03,0.03,0.0,51.0,4.1,M
Playboy: The Mansion,XB,2005.0,Simulation,0.07,0.02,0.0,0.0,61.0,4.1,M
Call Of Duty 2: Big Red One,XB,2005.0,Shooter,0.66,0.4,0.0,0.05,78.0,5.1,T
Tiger Woods PGA Tour 06,XB,2005.0,Sports,0.35,0.11,0.0,0.02,81.0,5.1,E
Burnout 2: Point of Impact,XB,2003.0,Racing,0.18,0.05,0.0,0.01,88.0,5.1,E
Metal Slug 3,XB,2004.0,Shooter,0.08,0.02,0.0,0.0,76.0,5.1,T
Tom Clancy's Ghost Recon,XB,2002.0,Shooter,1.23,0.46,0.0,0.07,84.0,6.1,M
Dragon Ball Z: Sagas,XB,2005.0,Fighting,0.18,0.05,0.0,0.01,51.0,6.1,T
Shadow Ops: Red Mercury,XB,2004.0,Shooter,0.11,0.03,0.0,0.01,61.0,6.1,T
Enter the Matrix,XB,2003.0,Action,0.72,0.43,0.01,0.04,65.0,7.1,T
Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,0.32,0.09,0.0,0.02,78.0,7.1,E
The Sims 2,XB,2005.0,Simulation,0.19,0.05,0.0,0.01,75.0,7.1,T
Batman Begins,XB,2005.0,Action,0.16,0.04,0.0,0.01,65.0,7.1,T
AirForce Delta Storm,XB,2001.0,Shooter,0.14,0.04,0.0,0.01,61.0,7.1,E
NFL Head Coach,XB,2006.0,Sports,0.09,0.03,0.0,0.0,69.0,7.1,E
NHL 2K3,XB,2002.0,Sports,0.09,0.02,0.0,0.0,89.0,7.1,E
FIFA Street 2,XB,2006.0,Sports,0.06,0.02,0.0,0.0,63.0,7.1,E
Constantine,XB,2005.0,Action,0.04,0.01,0.0,0.0,60.0,7.1,M
Gladiator: Sword of Vengeance,XB,2003.0,Action,0.04,0.01,0.0,0.0,65.0,7.1,M
Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,0.82,0.38,0.0,0.04,61.0,8.1,T
Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,0.59,0.57,0.0,0.07,70.0,8.1,E
Conflict: Desert Storm,XB,2002.0,Shooter,0.48,0.37,0.0,0.02,65.0,8.1,T
The Lord of the Rings: The Two Towers,XB,2002.0,Action,0.45,0.24,0.0,0.03,79.0,8.1,T
Madden NFL 2002,XB,,Sports,0.53,0.02,0.0,0.03,90.0,8.1,E
NBA Ballers,XB,2004.0,Sports,0.37,0.11,0.0,0.02,82.0,8.1,E
Area 51,XB,2005.0,Shooter,0.22,0.06,0.0,0.01,72.0,8.1,M
All-Star Baseball 2003,XB,2002.0,Sports,0.19,0.06,0.0,0.01,79.0,8.1,E
Darkwatch,XB,2005.0,Shooter,0.16,0.05,0.0,0.01,75.0,8.1,M
SSX On Tour,XB,2005.0,Sports,0.11,0.03,0.0,0.01,81.0,8.1,E
Sonic Riders,XB,2006.0,Racing,0.1,0.03,0.0,0.0,56.0,8.1,E
Quantum Redshift,XB,2002.0,Racing,0.09,0.03,0.0,0.0,70.0,8.1,T
Dead Man's Hand,XB,2004.0,Shooter,0.09,0.02,0.0,0.0,62.0,8.1,T
Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,0.08,0.02,0.0,0.0,75.0,8.1,M
Colin McRae Rally 04,XB,2004.0,Racing,0.08,0.02,0.0,0.0,84.0,8.1,E
X-Men: The Official Game,XB,2006.0,Action,0.08,0.02,0.0,0.0,53.0,8.1,T
NCAA Football 08,XB,2007.0,Sports,0.06,0.02,0.0,0.0,82.0,8.1,E
World Racing,XB,2003.0,Racing,0.05,0.01,0.0,0.0,56.0,8.1,E
Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,0.05,0.01,0.0,0.0,77.0,8.1,M
UEFA Euro 2004: Portugal,XB,2004.0,Sports,0.04,0.01,0.0,0.0,74.0,8.1,E
Raze's Hell,XB,2005.0,Shooter,0.04,0.01,0.0,0.0,71.0,8.1,M
Star Wars: Battlefront,XB,2004.0,Shooter,1.24,0.45,0.0,0.07,80.0,9.1,T
ESPN NFL 2K5,XB,2004.0,Sports,1.54,0.02,0.0,0.07,92.0,9.1,E
Tony Hawk's Underground,XB,2003.0,Sports,0.85,0.37,0.0,0.05,85.0,9.1,T
The Lord of the Rings: The Return of the King,XB,2003.0,Action,0.71,0.38,0.0,0.05,84.0,9.1,T
Cabela's Dangerous Hunts,XB,2003.0,Sports,0.26,0.08,0.0,0.01,,9.1,T
RalliSport Challenge 2,XB,2004.0,Racing,0.18,0.08,0.0,0.01,87.0,9.1,E
Oddworld: Stranger's Wrath,XB,2005.0,Adventure,0.19,0.06,0.0,0.01,88.0,9.1,T
NASCAR Thunder 2004,XB,2003.0,Racing,0.18,0.05,0.0,0.01,85.0,9.1,E
Buffy the Vampire Slayer,XB,2002.0,Action,0.18,0.05,0.0,0.01,79.0,9.1,T
Juiced,XB,2005.0,Racing,0.13,0.04,0.0,0.01,68.0,9.1,T
Hitman: Blood Money,XB,2006.0,Action,0.11,0.03,0.0,0.01,81.0,9.1,M
Spyro: A Hero's Tail,XB,2004.0,Platform,0.11,0.03,0.0,0.01,64.0,9.1,E
NBA Jam,XB,2003.0,Sports,0.1,0.03,0.0,0.0,68.0,9.1,E
Apex,XB,2003.0,Racing,0.1,0.03,0.0,0.0,74.0,9.1,E
Sphinx and the Cursed Mummy,XB,2003.0,Action,0.09,0.02,0.0,0.0,79.0,9.1,T
The Suffering: Ties That Bind,XB,2005.0,Action,0.07,0.02,0.0,0.0,76.0,9.1,M
Pro Fishing Challenge,XB,2004.0,Sports,0.02,0.0,0.0,0.0,62.0,9.1,E
World War II Combat: Road To Berlin,XB,2006.0,Shooter,0.02,0.01,0.0,0.0,,1.2,M
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,0.42,0.11,0.02,0.02,74.0,5.2,T
Star Wars: Jedi Starfighter,XB,2002.0,Simulation,0.35,0.07,0.0,0.02,78.0,5.2,T
The Terminator: Dawn of Fate,XB,2002.0,Action,0.11,0.03,0.0,0.01,53.0,5.2,T
Rocky: Legends,XB,2004.0,Action,0.07,0.02,0.0,0.0,67.0,5.2,T
4x4 EVO 2,XB,2001.0,Racing,0.18,0.05,0.0,0.01,59.0,6.2,E
NHL 2005,XB,2004.0,Sports,0.12,0.03,0.0,0.01,77.0,6.2,E
Jaws Unleashed,XB,2006.0,Action,0.11,0.03,0.0,0.01,51.0,6.2,M
Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,0.08,0.02,0.0,0.0,63.0,6.2,E
Tork: Prehistoric Punk,XB,2005.0,Platform,0.02,0.01,0.0,0.0,62.0,6.2,E
Burnout 3: Takedown,XB,2004.0,Racing,0.84,0.43,0.0,0.04,94.0,7.2,T
GoldenEye: Rogue Agent,XB,2004.0,Shooter,0.34,0.13,0.0,0.02,61.0,7.2,T
